1057,scheme,計画；体系；陰謀
1058,nutrition,栄養(の摂取)
1059,particle,(微)粒子；ほんのわずか
1060,molecule,分子；微粒子
1061,nationality,国籍；国民；国民性
1062,poll,世論調査；投票(数)
1063,clinic,診療所、クリニック；(病院内の)～科
1064,dementia,認知症
1065,fatigue,疲労
1066,dilemma,ジレンマ、板ばさみ
1067,queue,【英】(順番を待つ)列
1068,curve,(道路などの)カーブ；曲線
1069,narrative,物語、話；(小説の)叙述部分、地の文
1070,fingerprint,指紋
1071,file,ファイル；(書類の)とじ込み
1072,wilderness,荒野；(庭・町などの)放置された部分
1073,pesticide,殺虫剤；除草剤
1074,panic,パニック(状態)；狼狽
1075,fabric,織物、布(地)；構造
1076,fantasy,空想；幻想；幻想的作品
1077,fancy,(気まぐれな)好み；空想；思いつき
1078,virtue,美徳；長所；効能
1079,grateful,感謝している
1080,valid,妥当な；有効な
1081,elaborate,入念な；凝った
1082,moderate,適度な；穏健な
1083,dynamic,活動的な、精力的な；動的な
1084,brave,勇敢な；見事な
1085,brilliant,すばらしい；才能にあふれた；きらめく
1086,tremendous,途方もない、莫大な；すばらしい
1087,oral,口頭の
1088,innocent,無罪の；無邪気な；無知の
1089,subsequent,その後の
1090,shallow,浅い；浅薄な
1091,indifferent,無関心な
1092,inferior,より劣った
1093,awkward,気まずい；ぎこちない；厄介な
1094,obese,肥満した
1095,pregnant,妊娠した；(～で)満ちている(with)
1096,intimate,親密な；密接な
1097,medieval,中世の；時代遅れの
1098,sacred,神聖な；宗教的な；厳粛な
1099,simultaneously,(～と)同時に(with)；一斉に
1100,versus,〔A ～ Bで〕A対B；AかBか
1101,proceed,進む，進行する；(～を)続行する(with)
1102,orient,(人)を(環境などに)慣らす(to)；[受身形で](関心などが)(～に)向いている(to/toward)
1103,surf,(インターネット上の情報など)を見て回る；サーフィンをする
1104,filter,をろ過する；を取り除く
1105,bind,を縛る；を束縛する；を結び付ける
1106,resort,(好ましくない手段に)訴える，頼る(to)
1107,reinforce,を強化する；を補強する
1108,accumulate,を蓄積する，集める；積もる
1109,bet,と確信する，断言する；(金などを)かける
1110,advocate,を主張する；を擁護する
1111,constitute,を構成する；になる，に等しい
1112,undertake,を引き受ける；を保証する；に着手する
1113,grip,を握る；をとらえる
1114,dismiss,(意見など)を退ける；を解雇する
1115,fade,薄れる；衰える
1116,conceal,を隠す；を秘密にする
1117,chew,(を)かむ；をかみ砕く
1118,swallow,(を)飲み込む；をうのみにする；に耐える
1119,seal,を密閉する；に封をする
1120,migrate,移住する；(鳥などが)渡る
1121,exaggerate,(を)誇張する；を強調する
1122,accuse,を非難する；を告訴する
1123,vanish,消える
1124,polish,を磨く；を洗練させる
1125,wipe,を拭く；を拭き取る；を消し去る
1126,sweep,(を)掃く；を一掃する；さっと通過する
1127,mislead,を誤解させる，欺く；(人)を間違った方向に導く
1128,spoil,を台無しにする；を甘やかす；だめになる
1129,compound,を悪化させる；を合成する；を混合する
1130,explode,爆発する；急増する；を論破する
1131,disgust,をむかつかせる；に愛想を尽かせる
1132,commute,通勤［通学］する
1133,decorate,を装飾する
1134,postpone,を延期する
1135,cease,をやめる；終わる
1136,compromise,妥協する；を危うくする
1137,elect,を選出する
1138,extract,を取り［搾り］出す；を抜粋する
1139,inherit,を受け継ぐ；を相続する
1140,rear,(人・動物・植物)を育てる
1141,empathy,感情移入，共感
1142,cue,合図；手がかり；(次の演技の)キュー
1143,enterprise,企業，事業；企画；進取の気性
1144,output,生産(高)；出力；排出(量)
1145,congress,(米国などの)議会；会議
1146,millennium,千年間，千年紀
1147,mankind,人類
1148,Muslim,イスラム教徒
1149,estate,(動産・不動産などの)財産；私有地
1150,landmine,地雷
1151,caution,用心；警告
1152,controversy,論争
1153,consensus,総意；(意見の)一致
1154,retail,小売り
1155,fiber,繊維(質)；本質；精神力
1156,scent,(よい)香り；香水
1157,beverage,(水以外の)飲み物，飲料
1158,supplement,栄養補助剤，サプリメント；補足
1159,diabetes,糖尿病
1160,province,州，省；〔the ～s〕地方；分野
1161,reef,(岩や砂の)礁；暗礁
1162,microbe,微生物；細菌
1163,excess,過剰，超過
1164,gallery,美術館，画廊；観客，ギャラリー；回廊
1165,fame,名声
1166,deadline,締め切り
1167,undergraduate,学部学生
1168,slavery,奴隷制度；苦役
1169,prey,獲物；犠牲者
1170,mess,散らかった状態［物］；混乱状態
1171,recession,不況；後退
1172,retreat,後退，退却；(計画・決定などの)撤回
1173,grave,墓；〔通例the ～〕死
1174,column,コラム；(新聞などの)欄；円柱；(縦)列
1175,scenery,〔集合的に〕景色；背景
1176,plot,(小説などの)筋；陰謀
1177,sculpture,彫刻(作品)
1178,tablet,タブレット(型情報端末)；錠剤；平板
1179,dense,密集した，密度の高い；(霧などが)濃い
1180,exotic,外来の；異国風の
1181,acid,酸性の；酸っぱい；辛辣な
1182,bitter,苦い，つらい；辛辣な；怒りっぽい
1183,sensible,賢明な；実用的な；顕著な
1184,noble,高貴な；堂々とした；高潔な
1185,vague,漠然とした，あいまいな；おぼろげな
1186,parallel,(～と)平行［並行］の(to)；類似した
1187,tense,張り詰めた，緊張した
1188,vertical,垂直の；縦方向の
1189,indigenous,原産の，先住の；(その土地に)固有の
1190,aboriginal,〔通例A～〕アボリジニの；原生の，先住の
1191,seasonal,季節の，季節的な
1192,abundant,豊富な；(～に)富む(in)
1193,hybrid,ハイブリッドの；雑種の；混成の
1194,irrelevant,(～にとって)無関係の(to)；見当違いの
1195,ridiculous,ばかげた；法外な
1196,fairy,妖精の(ような)
1197,sensory,感覚の
1198,chronic,慢性の；長引く；常習の
1199,voluntary,自発的な；無償の
1200,inclined,傾向がある；傾いた
1201,infer,を推論する，推測する
1202,esteem,を尊敬する；を見なす
1203,tackle,に取り組む；と(～のことで)話をつける(about / on)
1204,venture,危険を冒して進む；を思い切ってする
1205,accelerate,を加速させる，促進する；加速する
1206,accustom,(人)を慣れさせる
1207,amuse,をおもしろがらせる，楽しませる
1208,flourish,繁栄する；繁茂する；を振りかざす
1209,thrive,繁栄する，うまくいく；繁茂する
1210,nurture,をはぐくむ；を養成する
1211,click,(を)クリックする；をカチッと鳴らす；カチッと音がする
1212,spin,回転する；を回転させる；(糸)を紡ぐ
1213,clip,を切り抜く；を(はさみで)切り取る；をクリップで留める
1214,drag,を引きずる；ぐずぐずする
1215,cast,を投じる；に役を当てる
1216,scatter,をまき散らす；分散する
1217,tempt,を(…する)気にさせる(to do)；を引きつける
1218,withdraw,を引き出す；を撤回する；撤退する
1219,yawn,あくびをする
1220,blink,まばたきする；点滅する；(目)をまたたく
1221,dye,を染める；染まる
1222,spill,をこぼす；こぼれる
1223,irritate,をいらいらさせる；をひりひりさせる
1224,insult,を侮辱する
1225,enforce,を施行［実施］する；を(～に)強制する(on / upon)
1226,rob,から(金品を)奪う
1227,drain,(液体)を流出させる；(液体が)流れ出る
1228,suspend,を停職［停学，出場停止］にする；を一時的に中断する
1229,drift,漂う；さまよう；を押し流す
1230,forgive,を許す；を免除する
1231,revise,を修正する；を改訂する
1232,recruit,を募る；に新人を補充する
1233,twist,をねじる，ひねる；を歪曲する
1234,crush,を押しつぶす；を弾圧する；を絞り出す
1235,pin,をピンで留める；を突き刺す
1236,uncover,を暴く；を 発掘する
1237,exploit,を活用する；を搾取する，につけ込む
1238,implement,を実行［実施］する
1239,integrate,を統合する；融合する
1240,incorporate,を取り入れる；を法人にする；合併する
1241,profile,人物の紹介；横顔；輪郭
1242,appetite,食欲；欲求
1243,impulse,衝動；刺激
1244,script,台本；筆跡
1245,anniversary,(～周年)記念日
1246,pension,年金
1247,temper,気質，気性；機嫌；かんしゃく
1248,cortex,皮質；樹皮
1249,syndrome,症候群；～現象
1250,chamber,(特定の目的の)部屋；議場；〔the ～〕議院
1251,utility,公共事業；公共料金；実用性
1252,cattle,〔集合的に〕牛
1253,herd,(牛などの)群れ；群衆
1254,fluid,流動体，液体
1255,pity,残念なこと；哀れみ
1256,priest,聖職者
1257,acquaintance,知人；面識；知識
1258,offspring,子孫，子；成果
1259,famine,飢饉；(食糧・物資の)ひどい不足
1260,deforestation,森林伐採
1261,jail,刑務所，拘置所
1262,commodity,商品；有用なもの
1263,format,書式，形式；(本などの)型
1264,recipient,受け取る人；(臓器などの)被提供者
1265,drill,訓練；(反復)練習；ドリル，錐
1266,inability,無能，無力
1267,republic,共和国；共和制
1268,combat,戦闘；対立
1269,debris,(破壊された後の)残骸，瓦礫；がらくた
1270,bug,病原菌(が起こす病気)；虫；盗聴器；(機械・プログラムの)欠陥
1271,fraction,わずか，一部；分数
1272,index,指標；索引；指数
1273,intuition,直観(力)，直感
1274,motive,動機
1275,consent,同意，承諾
1276,hierarchy,(社会の)階層制；〔the ～〕支配層
1277,monument,記念碑，遺跡；金字塔
1278,asset,〔通例～s〕資産；価値のあるもの；利点
1279,decent,まずまずの；きちんとした；上品な
1280,competent,有能な；適任の；満足できる
1281,straightforward,単純な；率直な
1282,cosmetic,化粧の，美容の；うわべの
1283,delicate,繊細な；扱いにくい；もろい
1284,interior,室内の；内部の
1285,transparent,透明な；明快な
1286,aesthetic,美的な；美学の
1287,deliberate,故意の；慎重な
1288,demographic,人口統計学の
1289,prehistoric,有史以前の；旧式な
1290,innate,生まれながらの；固有の
1291,mild,穏やかな；(程度が)軽い
1292,toxic,有毒な；中毒性の
1293,ashamed,恥じて
1294,humble,謙虚な；質素な；身分が低い
1295,peculiar,特有の；特異な
1296,steep,(傾斜が)急な；急激な；法外な
1297,trivial,ささいな，取るに足りない
1298,magnificent,壮大な；見事な
1299,wireless,無線(電信)の，ラジオの
1300,ongoing,継続している，進行中の
1301,assure,に自信を持って言う；を保証する
1302,precede,に先行する；に優先する
1303,revive,を復活させる；復活する
1304,compel,に強いる
1305,blossom,花が咲く；発展する
1306,terrify,を怖がらせる；を脅かす
1307,violate,(法律・規則など)に違反する；を侵害する
1308,suppress,を抑える；を抑圧する
1309,deceive,をだます
1310,manipulate,を(巧みに)操る；を改ざんする
1311,starve,飢える；(～を)渇望する(for)；を飢えさせる
1312,flee,(から)逃げる
1313,whisper,(を)ささやく
1314,yell,叫ぶ，どなる
1315,deposit,を置く；を預ける；を堆積させる
1316,confine,を限定する；〔通例受身形で〕閉じ込められる
1317,swing,を揺らす，振る；揺れる；(行動に)さっと移る
1318,prolong,を長引かせる
1319,depict,を描く
1320,outline,の要点を述べる；の輪郭を描く
1321,shed,を捨て去る；(光など)を放つ；(涙・血)を流す
1322,emit,(光・熱など)を出す，排出する；(信号)を送る
1323,renew,を更新する；(資源)を再生する
1324,utilize,を利用する
1325,assert,を主張する
1326,strain,に負担をかける；を緊張させる；を漉す
1327,strive,努力する；争う
1328,dare,あえて［思い切って］…する
1329,boast,を誇る；(を)自慢する
1330,startle,をびっくりさせる
1331,offend,の気分を害する；(に)違反する
1332,compute,(を)計算する；コンピューターを使う
1333,assemble,を集める；を組み立てる；集まる
1334,worsen,を悪化させる；悪化する
1335,flip,を(ぱっと)裏返す；を軽くはじく
1336,rub,(を)こする；(～に)を塗る(on / over)
1337,descend,(を)降りる；受け継がれる
1338,compensate,補償する；に償う
1339,comprise,から成る；を構成する
1340,prevail,普及している；支配的である；(～に)打ち勝つ(over)
1341,quest,探究
1342,dignity,尊厳；威厳
1343,criterion,(判断・評価の)基準
1344,paradox,逆説；矛盾
1345,parliament,(英国などの)議会；国会議員(団)
1346,legislation,法律；立法
1347,agenda,協議事項(リスト)；議事日程(表)；(政治上の)課題
1348,mainstream,(活動・思潮などの)主流；大勢
1349,troop,〔～s〕軍隊；集団
1350,epidemic,流行(病)；蔓延
1351,outbreak,発生，勃発
1352,chaos,混沌，大混乱
1353,nightmare,悪夢(のような状況)；不安感
1354,horror,恐怖；強い嫌悪；嫌な物［人］
1355,cluster,集団；(植物の)房，束
1356,pollen,花粉
1357,hive,ミツバチの巣(箱)；人の集まる所
1358,irrigation,灌漑
1359,dose,(薬の1回分の)服用量；放射線の1回の照射量
1360,suicide,自殺；自殺的行為
1361,feast,祝宴；大ごちそう；楽しみ
1362,cuisine,(独特の)料理，料理法
1363,rumor,うわさ
1364,proverb,ことわざ
1365,signature,署名；特徴
1366,formula,方法，解決策；公式
1367,tuition,【主に米】 授業料；(個人)指導
1368,intake,摂取量；受け入れ数；取り入れること
1369,spectrum,スペクトル；(波動・変動の)範囲
1370,kidney,腎臓
1371,gear,用具(一式)，器具；歯車；ギア
1372,aisle,(座席間などの)通路
1373,grief,深い悲しみ
1374,destiny,運命
1375,skull,頭骨，頭蓋骨；頭脳
1376,tomb,墓
1377,monk,修道士，僧
1378,worship,崇拝，礼拝(式)；賛美
1379,outstanding,際立った；未払いの；未解決の
1380,unprecedented,前例のない；空前の
1381,infinite,無限の；無数の
1382,worthwhile,価値がある；立派な
1383,indispensable,不可欠な
1384,compulsory,義務的な，強制的な
1385,probable,十分にありそうな
1386,ambiguous,あいまいな；多義的な
1387,obscure,(世に)知られていない；不明瞭な
1388,skeptical,(～に)懐疑的な
1389,fragile,壊れやすい；虚弱な
1390,static,静的な；動きのない
1391,gradual,徐々の，緩やかな
1392,vocal,声の，発声の；はっきりものを言う
1393,vivid,鮮やかな；生き生きとした
1394,imperial,帝国の；皇帝の
1395,hostile,敵意のある
1396,superficial,表面的な
1397,scarce,乏しい；珍しい
1398,gross,総計の；甚だしい；粗野な
1399,inherent,生来の，本来的に備わっている
1400,notable,注目に値する；著名な
1401,update,を最新のものにする；をアップデートする
1402,refresh,(気分)をさわやかにする；(記憶など)を新たにする；を最新のものにする
1403,bloom,花が咲く；栄える
1404,conquer,を征服する；を克服する
1405,induce,を引き起こす；を説得する
1406,attain,を獲得する，達成する；に達する
1407,spray,を吹きかける，に吹きつける
1408,retrieve,(情報)を検索する；を取り戻す；を回復する
1409,portray,を描く；(の役)を演じる
1410,scratch,を引っかく；を取り消す，削除する
1411,designate,を指定する；を任命する
1412,contradict,と矛盾する；に反対意見を言う
1413,sigh,ため息をつく
1414,disrupt,を混乱させる；を分裂させる
1415,depart,出発する；(～から)それる(from)
1416,navigate,(を)誘導する；(を)操縦する；(を)航行する
1417,beg,に(～を)切に頼む(for)；(を)懇願する
1418,inhabit,に住んでいる；に宿る，存する
1419,diagnose,(を)診断する
1420,comprehend,を理解する
1421,oblige,に義務づける；に恩恵を施す
1422,cram,に詰め込む；詰め込み勉強をする
1423,flock,群がる，集まる
1424,underestimate,(を)過小評価する；(を)軽く見る；を少なく見積もる
1425,clarify,を明確にする
1426,spark,を引き起こす；を刺激する；スパークする
1427,seize,をつかむ；を奪い取る；を没収する
1428,soar,急上昇する；空高く飛ぶ
1429,glow,光り［照り］輝く；赤く燃える；紅潮する
1430,disguise,を(～に)変装させる(as)；を偽る
1431,distort,を歪める；歪む
1432,undermine,を徐々にむしばむ；を侵食する
1433,abolish,を廃止する
1434,strip,を［から］取り去る；を裸にする
1435,dispose,〔＋ofで〕を処分する；を(…する)気にさせる(to do)；を配置する
1436,dump,を投棄する；をどさっと落とす
1437,weave,を織る；(計画・物語など)を作り上げる
1438,refine,を洗練する；を精製する
1439,enrich,を豊かにする；(物質)を濃縮化する
1440,coordinate,を調整する；を組織する；(服など)をコーディネートする
1441,headline,(新聞などの)見出し
1442,internship,【米】 実務［医学］研修；研修期間
1443,outlet,直売店，特売店；はけ口；【米】(電気の)コンセント
1444,remedy,治療(法)；治療薬；解決法
1445,pill,錠剤，丸薬；〔the ～〕ピル，経口避妊薬
1446,reception,反応；宴会；受付；受信(状態)
1447,transaction,(商)取引；(人と人との)交流
1448,mutation,突然変異(体)；変化
1449,dairy,〔集合的に〕乳製品；乳製品加工所［販売者］
1450,compassion,同情
1451,posture,姿勢；心構え
1452,curse,悪態，ののしりの言葉；呪い；〔通例a ～〕災い
1453,funeral,葬式
1454,census,国勢調査；交通調査
1455,encyclopedia,百科事典
1456,cereal,〔通例～s〕穀物；シリアル(穀物加工食品)
1457,fragment,断片
1458,patch,(～の)部分，斑点；継ぎ；貼り薬
1459,rubbish,【英】 ごみ；つまらないもの
1460,maze,迷路；複雑に込み入ったもの
1461,outlook,見解；見通し；眺め
1462,breakthrough,大発見，飛躍的進歩
1463,triumph,勝利；勝利の喜び；偉業
1464,ally,同盟国；提携者；援助者；盟友
1465,spectator,(試合などの)観客
1466,sphere,領域；球体；天体
1467,county,【米】 郡；【英】州
1468,behalf,利益，味方
1469,interval,(時間の)間隔；合間；隔たり；小休止
1470,circulation,循環；流通；(新聞・雑誌の)発行部数
1471,blade,刃；(プロペラなどの)羽根；(草などの)葉
1472,theft,窃盗(罪)
1473,vacuum,真空；空虚
1474,collision,衝突；対立
1475,bargain,買い得品；取引；契約
1476,landmark,(ある場所の)目印；画期的な出来事
1477,revenue,歳入；収益
1478,treaty,(国家間の)条約；協定
1479,supreme,最高の
1480,thorough,徹底的な；まったくの
1481,naked,裸の
1482,sincere,心からの；誠実な
1483,tame,飼いならされた，人に慣れた；退屈な
1484,insufficient,不十分な；不適当な
1485,dim,薄暗い；ぼんやりした
1486,acute,(痛み・感情などが)激しい；(知覚などが)鋭い；急性の
1487,disabled,障害のある；障害者用の
1488,metropolitan,大都市の，首都圏の
1489,monetary,金銭的な；金融の
1490,alternate,代わりの；交互の
1491,partial,部分的な；不公平な
1492,divine,神の；神にささげる
1493,drastic,徹底的な，抜本的な；極端な
1494,fierce,猛烈な；どう猛な
1495,sole,唯一の；単独の；独占的な
1496,spontaneous,自然発生的な；自発的な
1497,spatial,空間の
1498,neat,きちんとした；見事な
1499,tidy,きちんとした，整頓された；相当の
1500,loyal,(～に)忠実な(to)；誠実な
1501,bless,に恩恵を与える；に感謝する
1502,regain,を取り戻す
1503,conform,順応する；一致する
1504,enroll,登録する，入会する；を登録させる
1505,entitle,に権利を与える；に題名をつける
1506,halt,を止める；止まる
1507,provoke,(感情・行動など)を引き起こす；を挑発する
1508,invade,を侵略する；を侵害する；(場所)に殺到する
1509,squeeze,押し入る；を押し込む；(を)搾る；(を)強く押す
1510,crawl,はう；ゆっくり進む
1511,digest,を消化する；を理解する；を要約する
1512,utter,(声)を発する；(考えなど)を述べる
1513,refrain,控える
1514,populate,に住む，の住民である；に人を住まわせる
1515,accommodate,を収容する；を(～に)適応させる(to)
1516,steer,(を)操縦する；を(～へ)向ける(to)
1517,drown,溺死する；を水浸しにする
1518,dip,を浸す；(手など)を(～に)突っ込む(into / in)；下がる
1519,soak,を浸す；をずぶぬれにする；浸る
1520,stir,をかき回す；を揺り動かす
1521,transplant,を移植する；を移住させる
1522,reassure,を安心させる
1523,resume,(を)再開する；を取り戻す
1524,speculate,(と)推測する；投機する
1525,surpass,を上回る
1526,appoint,を任命する；(日時・場所など)を指定する
1527,intrigue,に興味を持たせる；陰謀を企てる
1528,decay,腐敗する；(徐々に)衰える
1529,contaminate,を汚染する；を堕落させる
1530,swell,膨張する，腫れる；を膨らませる
1531,delete,を削除する，消す
1532,tolerate,を許容する，我慢する
1533,envy,をうらやむ
1534,pray,(を)祈る
1535,confess,(を)告白する
1536,resign,(を)辞任する；を放棄する
1537,dissolve,(を)溶かす；(議会など)を解散する；(契約など)を解消する；溶ける
1538,unfold,(閉じたもの)を開く；を明らかにする；開く；明らかになる
1539,awaken,を目覚めさせる；(～から)覚める(from)
1540,conceive,(を)思いつく；と想像する；(を)妊娠する
1541,entrepreneur,起業家，事業家
1542,stake,利害関係；〔通例～s〕賭け金；杭
1543,surplus,余剰，過剰；黒字
1544,inflation,インフレ(ーション)；(物価の)高騰
1545,sweatshop,搾取工場
1546,clash,衝突；対立；かち合うこと；ガチャンという音
1547,sociology,社会学
1548,ideology,イデオロギー，思想傾向
1549,margin,余白；差；利ざや
1550,realm,領域；領土
1551,domain,分野；領域；ドメイン
1552,algorithm,アルゴリズム；問題解決の手順
1553,prairie,大草原
1554,frontier,〔通例the ～s〕最先端；〔the ～〕 【米】辺境地；国境
1555,bullet,銃弾
1556,shield,盾，防御物
1557,despair,絶望
1558,radiation,放射能，放射線
1559,placebo,偽薬，プラシーボ；気休め
1560,nursery,託児所；苗床
1561,spouse,配偶者
1562,makeup,化粧；化粧品；構成；性質
1563,mummy,ミイラ；【英】ママ，お母さん
1564,flesh,(人・動物の)肉；果肉
1565,limb,手足
1566,odor,におい；気配
1567,laundry,洗濯(物)；クリーニング店
1568,tide,潮(の干満)；動向
1569,questionnaire,アンケート
1570,nonsense,ばかげた物［話，考え］；無意味な言葉
1571,revenge,復讐
1572,intellect,知性；〔the ～(s)〕知識人
1573,hospitality,親切なもてなし，歓待；受容性
1574,librarian,司書，図書館員
1575,manuscript,(手書きの)原稿；写本
1576,obsession,(考えなどに)取りつかれること；妄想；強迫観念
1577,hygiene,衛生(状態)；健康法
1578,paradigm,理論的枠組み，パラダイム；模範
1579,legitimate,合法的な；妥当な
1580,authentic,本物の；信頼できる
1581,empirical,経験的な；経験主義の
1582,immense,膨大な
1583,absurd,ばかげた；不合理な
1584,weird,異様な，奇妙な
1585,accidental,偶然の；過失による
1586,uneasy,不安な；落ち着かない；ぎこちない
1587,jealous,嫉妬深い；用心深い
1588,feminine,女らしい
1589,swift,素早い
1590,hollow,空洞の；空虚な；うわべだけの
1591,crude,大まかな；粗野な；未精製の
1592,sore,痛い；腹が立って
1593,pessimistic,悲観的な
1594,vain,無駄な；うぬぼれた
1595,susceptible,(～の)影響を受けやすい(to)；感染しやすい
1596,edible,食用の，食べられる
1597,sheer,純然たる，真の；すごい；(布が)薄地の
1598,explicit,明白な；率直な
1599,prone,(～に)なりやすい(to)；(…する)傾向がある(to do)
1600,affluent,裕福な；豊富な
1601,collaborate,共同して働く；(～に)協力する(with)
1602,exert,を及ぼす；(力など)を行使する
1603,excel,(～で)秀でている(in / at)；に勝る
1604,prosper,栄える，成功する；繁殖する
1605,surge,殺到する；(感情が)こみ上げる；急騰する
1606,intervene,(～に)介入する(in)；介在する
1607,insert,を挿入する
1608,overtake,を追い抜く；に追いつく；(災難・強い感情などが)を襲う
1609,snap,をパチンと鳴らす；をポキッと折る；ポキッと折れる；パチンと音を立てる
1610,carve,を彫る；を切り開く；(肉)を切り分ける
1611,addict,〔受身形で〕(～の)中毒になる(to)；(～に)凝る
1612,condemn,を非難する；〔受身形で〕(～の刑を)宣告される(to)
1613,convict,に有罪を宣告する
1614,dictate,を指図する；を書き取らせる；を規定する
1615,prescribe,(薬など)を処方する；を規定する
1616,inhibit,を抑制する；を妨げる
1617,stray,はぐれる，(道に)迷う
1618,roam,(を)歩き回る；放浪する
1619,enclose,を同封する；を取り囲む
1620,execute,を実行する；を処刑する
1621,coincide,同時に起こる；一致する
1622,lag,遅れる；徐々に弱まる
1623,cling,しがみつく；くっつく
1624,erase,を消す
1625,grind,(穀物など)をひく
1626,knit,を編む；を結合する；編み物をする
1627,inquire,(を)尋ねる
1628,betray,をうっかり表す；を裏切る
1629,leak,漏れる；を漏らす
1630,smash,を粉砕する；を強打する；粉々に壊れる；激突する
1631,bounce,跳ねる；反射する；を弾ませる；(Ｅメールが)(宛先不明で)返送される
1632,sprawl,(都市などが)不規則に広がる；だらしなく手足を伸ばす
1633,converse,(～と)会話をする(with)
1634,recite,を暗唱する；を詳述する
1635,disregard,を無視する；を軽視する
1636,frown,眉をひそめる
1637,evoke,を呼び起こす
1638,pledge,を誓う，約束する；を与えることを約束する
1639,aspire,(～を)熱望する(to)
1640,contemplate,(を)熟考する；を予想する
1641,grace,優美，優雅；分別；(神の)恩寵
1642,enlightenment,啓蒙，啓発
1643,commerce,商業；貿易
1644,draft,下書き；為替手形；隙間風
1645,barrel,バレル(液量の単位)；たる
1646,timber,【英】 木材；樹木
1647,garment,衣服
1648,thread,糸；(議論などの)筋道
1649,cabinet,〔しばしばthe C-〕内閣；戸棚
1650,bureau,(官庁の)局；事務局；案内所
1651,autonomy,(個人の)自律；自治(権)；自治体
1652,toll,損害(の程度)；死傷者数；通行料
1653,discourse,話し合い，会話；講演；論説
1654,superstition,迷信
1655,glimpse,ちらりと見えること
1656,arithmetic,計算；算数
1657,glossary,用語小辞典；用語集
1658,archive,〔しばしば～s〕記録文書，公文書；公文書保管所；(コンピューターの)アーカイブ
1659,legacy,遺産
1660,anthropology,人類学
1661,rage,激怒；猛威
1662,sorrow,悲しみ
1663,psychiatrist,精神科医
1664,ward,行政区；病棟
1665,stall,露店；エンスト；失速
1666,flame,炎；情熱
1667,moisture,水分；湿気
1668,irony,皮肉
1669,warrior,戦士
1670,astronomy,天文学
1671,probe,(無人)宇宙探査機；(～の)精査(into)；探り針
1672,altitude,高度，標高
1673,tumor,腫瘍；腫れ物
1674,defect,欠陥；不足
1675,sanitation,公衆衛生(学)；下水［衛生］設備
1676,longevity,長寿；寿命；長年勤続
1677,scope,(活動・能力などの)範囲；余地
1678,sentiment,感情；感想；感傷
1679,plausible,もっともらしい
1680,vigorous,精力的な；激しい；活力のある
1681,masculine,男らしい
1682,rigid,厳しい；硬直した
1683,adverse,不都合な；逆の
1684,coherent,一貫した，筋の通った；結束した
1685,literal,文字どおりの；逐語的な；散文的な
1686,arbitrary,恣意的な；独断的な
1687,anonymous,匿名の
1688,antique,骨董の，アンティークの；古風な
1689,eternal,永遠の；不変の
1690,intermediate,中級の；中間の
1691,subordinate,(～より)下位の(to)；副次的な
1692,gloomy,陰気な；薄暗い；悲観的な
1693,thermal,熱の，熱による；保温用の
1694,faint,かすかな；めまいがする；弱々しい
1695,naive,お人よしの，愚直な；純朴な
1696,apt,(…する)傾向がある(to do)；適切な；利発な
1697,arrogant,横柄な，傲慢な
1698,extrovert,外向的な；社交的な
1699,conspicuous,目立つ
1700,intact,損なわれていない，手つかずの
1701,embody,を具現する；を包含する
1702,illuminate,を照らす；を解明する
1703,console,を慰める
1704,verify,の正しさを証明［確認］する
1705,disclose,を公表する，暴く
1706,stack,を積む，積み重ねる；〔～ upで〕(車が)渋滞する
1707,rotate,回転する；循環する；を回転させる
1708,constrain,に(…することを)強いる(to do)；を抑える
1709,hinder,を妨げる
1710,withstand,に耐える
1711,tweet,(を)ツイートする，つぶやく
1712,sneeze,くしゃみをする
1713,erupt,(火山が)噴火する；勃発する
1714,blur,をぼかす；を曇らせる；をあいまいにする
1715,overlap,(一部)重なる；(と)重複［共通］する
1716,embed,〔通例受身形で〕埋め込まれる，はめ込まれる
1717,displace,に取って代わる；を移動させる
1718,render,を(ある状態に)する；(援助など)を与える
1719,plunge,(～に)(を)突っ込む(into)；没頭する；陥る
1720,surrender,を放棄する，引き渡す；(～に)屈する(to)
1721,plug,〔＋inで〕のプラグを電源に差し込む；を(～で)ふさぐ(with)
1722,suck,(を)吸う；(を)しゃぶる
1723,mock,をばかにする；のまねをしてからかう
1724,tease,(を)からかう；をいじめる
1725,soothe,をなだめる；を和らげる
1726,stain,を汚す；に着色する
1727,shun,を避ける
1728,stumble,よろけながら歩く；(～に)つまずく(on / over)
1729,flush,を紅潮させる；を水で流す；紅潮する
1730,impair,を損なう
1731,presume,と思う；と推定する；を前提とする
1732,contend,と主張する；競う
1733,roar,うなる，ほえる；大笑いする
1734,haunt,(記憶・考えなどが)につきまとう；(幽霊などが)に出る；によく行く
1735,divert,(注意など)をそらす；を迂回させる；(資金など)を転用する
1736,await,を待つ
1737,fetch,を(行って)持って［連れて］くる
1738,unify,を統合［統一］する；統一される
1739,inspect,を点検する；を視察する
1740,entail,を伴う，引き起こす；(…すること)を含む(doing)
1741,tactics,作戦，方策；戦術，戦法
1742,feat,偉業，功績；妙技
1743,prestige,名声；〔形容詞的に〕名声のある
1744,analogy,類推；類似
1745,conscience,良心；分別
1746,textile,織物；繊維(産業)
1747,deficit,赤字，不足；欠陥
1748,plague,疫病；(害虫などの)異常発生
1749,hazard,危険(要素)；偶然
1750,metabolism,(新陳)代謝，代謝作用
